URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Volkswagen_Golf_Mk2,Volkswagen Golf Mk2,for an overview of the generations see: Volkswagen Golf The Volkswagen Golf Mk2 succeeded the Mk1 as Volkswagen's volume seller from 1983 and remained in (German) production until late 1992. The Mk2 was larger than the Mk1; its wheelbase grew slightly (+ 75 mm) as did exterior dimensions (length + 180 mm width + 55 mm height + 5 mm). Weight was up accordingly by about 120 kg .,{Audi Brussels|Belgium|Bosnia and Herzegovina|Germany|Mexico|New Stanton Pennsylvania|Puebla Puebla|Sarajevo|South Africa|Uitenhage|United States|Wolfsburg},"{http://dbpedia.org/resource/Audi_Brussels|http://dbpedia.org/resource/Belgium|http://dbpedia.org/resource/Bosnia_and_Herzegovina|http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Mexico|http://dbpedia.org/resource/New_Stanton,_Pennsylvania|http://dbpedia.org/resource/Puebla,_Puebla|http://dbpedia.org/resource/Sarajevo|http://dbpedia.org/resource/South_Africa|http://dbpedia.org/resource/Uitenhage|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Wolfsburg}",Volkswagen Group A platform,http://dbpedia.org/resource/Volkswagen_Group_A_platform,Hatchback,http://dbpedia.org/resource/Hatchback,NULL,NULL,NULL,NULL,NULL,NULL,{Volkswagen_Golf_Mk2__10|Volkswagen_Golf_Mk2__11|Volkswagen_Golf_Mk2__12|Volkswagen_Golf_Mk2__13|Volkswagen_Golf_Mk2__14|Volkswagen_Golf_Mk2__16|Volkswagen_Golf_Mk2__17|Volkswagen_Golf_Mk2__18|Volkswagen_Golf_Mk2__19|Volkswagen_Golf_Mk2__2|Volkswagen_Golf_Mk2__20|Volkswagen_Golf_Mk2__21|Volkswagen_Golf_Mk2__22|Volkswagen_Golf_Mk2__23|Volkswagen_Golf_Mk2__24|Volkswagen_Golf_Mk2__25|Volkswagen_Golf_Mk2__3|Volkswagen_Golf_Mk2__4|Volkswagen_Golf_Mk2__5|Volkswagen_Golf_Mk2__6|Volkswagen_Golf_Mk2__7|Volkswagen_Golf_Mk2__8|Volkswagen_Golf_Mk2__9},{http://dbpedia.org/resource/Volkswagen_Golf_Mk2__10|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__11|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__12|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__13|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__14|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__16|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__17|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__18|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__19|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__20|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__21|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__22|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__23|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__24|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__25|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__3|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__4|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__5|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__6|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__7|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__8|http://dbpedia.org/resource/Volkswagen_Golf_Mk2__9},NULL,1.415,{Four-wheel drive|Front-engine design|Front-wheel drive},{http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design|http://dbpedia.org/resource/Front-wheel_drive},3.985,Volkswagen,http://dbpedia.org/resource/Volkswagen,NULL,NULL,NULL,NULL,Volkswagen Golf Mk1,http://dbpedia.org/resource/Volkswagen_Golf_Mk1,NULL,1992-01-01T00:00:00+02:00,NULL,0006-01-01T00:00:00+02:00,{SEAT Toledo|Volkswagen Corrado|Volkswagen Jetta},{http://dbpedia.org/resource/SEAT_Toledo|http://dbpedia.org/resource/Volkswagen_Corrado|http://dbpedia.org/resource/Volkswagen_Jetta},NULL,NULL,Volkswagen Golf Mk3,http://dbpedia.org/resource/Volkswagen_Golf_Mk3,200px-VW_Golf_II_front_20080206.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/VW_Golf_II_front_20080206.jpg/200px-VW_Golf_II_front_20080206.jpg,{3-speed automatic|4-speed/5-speed manual},NULL,NULL,NULL,NULL,910000.0,2.47,1.665,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,VW_Golf_II_front_20080206.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e8/VW_Golf_II_front_20080206.jpg,Volkswagen Golf Mk2
http://dbpedia.org/resource/Volkswagen_Golf_Mk3,Volkswagen Golf Mk3,The third-generation Volkswagen Golf Mk3 was a car launched in Europe in November 1991 (though not in the United Kingdom until March 1992) and in North America in the spring of 1993. The delay in North America was due to Volkswagen's decision to supply U.S. and Canadian dealerships with Mk3 Golfs (and A3 Jettas) from the VW plant in Puebla Mexico.,{Audi Brussels|Belgium|Bratislava|Germany|Mexico|Puebla|Slovakia|South Africa|Uitenhage|Wolfsburg},{http://dbpedia.org/resource/Audi_Brussels|http://dbpedia.org/resource/Belgium|http://dbpedia.org/resource/Bratislava|http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Mexico|http://dbpedia.org/resource/Puebla|http://dbpedia.org/resource/Slovakia|http://dbpedia.org/resource/South_Africa|http://dbpedia.org/resource/Uitenhage|http://dbpedia.org/resource/Wolfsburg},Volkswagen Group A platform,http://dbpedia.org/resource/Volkswagen_Group_A_platform,{Convertible|Hatchback|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Hatchback|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Volkswagen_Golf_Mk3__1|Volkswagen_Golf_Mk3__1.4__1|Volkswagen_Golf_Mk3__1.4__2|Volkswagen_Golf_Mk3__1.6__1|Volkswagen_Golf_Mk3__1.6__2|Volkswagen_Golf_Mk3__1.6__3|Volkswagen_Golf_Mk3__1.6__4|Volkswagen_Golf_Mk3__1.6__5|Volkswagen_Golf_Mk3__1.8__1|Volkswagen_Golf_Mk3__1.8__2|Volkswagen_Golf_Mk3__1.9_D__1|Volkswagen_Golf_Mk3__1.9_SDI__1|Volkswagen_Golf_Mk3__1.9_TDI__1|Volkswagen_Golf_Mk3__1.9_TDI__2|Volkswagen_Golf_Mk3__1.9_TDI__3|Volkswagen_Golf_Mk3__1.9_TD__1|Volkswagen_Golf_Mk3__10|Volkswagen_Golf_Mk3__11|Volkswagen_Golf_Mk3__12|Volkswagen_Golf_Mk3__13|Volkswagen_Golf_Mk3__14|Volkswagen_Golf_Mk3__2|Volkswagen_Golf_Mk3__2.0_16V__1|Volkswagen_Golf_Mk3__2.0__1|Volkswagen_Golf_Mk3__2.8_VR6__1|Volkswagen_Golf_Mk3__2.9_VR6__1|Volkswagen_Golf_Mk3__3|Volkswagen_Golf_Mk3__4|Volkswagen_Golf_Mk3__5|Volkswagen_Golf_Mk3__6|Volkswagen_Golf_Mk3__7},{http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.4__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.4__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.6__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.6__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.6__3|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.6__4|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.6__5|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.8__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.8__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_D__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_SDI__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_TDI__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_TDI__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_TDI__3|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__1.9_TD__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__10|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__11|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__12|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__13|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__14|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__2.0_16V__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__2.0__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__2.8_VR6__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__2.9_VR6__1|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__3|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__4|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__5|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__6|http://dbpedia.org/resource/Volkswagen_Golf_Mk3__7},NULL,1.422,{4motion|Front-engine design|Front-wheel drive},{http://dbpedia.org/resource/4motion|http://dbpedia.org/resource/Front-engine_design|http://dbpedia.org/resource/Front-wheel_drive},4.074,Volkswagen,http://dbpedia.org/resource/Volkswagen,NULL,NULL,NULL,NULL,{Volkswagen Golf Mk1|Volkswagen Golf Mk2},{http://dbpedia.org/resource/Volkswagen_Golf_Mk1|http://dbpedia.org/resource/Volkswagen_Golf_Mk2},NULL,0004-01-01T00:00:00+02:00,NULL,0004-01-01T00:00:00+02:00,{Volkswagen Jetta|Volkswagen Vento},{http://dbpedia.org/resource/Volkswagen_Jetta|http://dbpedia.org/resource/Volkswagen_Vento},NULL,NULL,{Volkswagen Golf Mk4|Volkswagen New Beetle},{http://dbpedia.org/resource/Volkswagen_Golf_Mk4|http://dbpedia.org/resource/Volkswagen_New_Beetle},200px-1996-1998_Volkswagen_Golf_(1H)_CL_5-door_hatchback_03.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/1996-1998_Volkswagen_Golf_(1H)_CL_5-door_hatchback_03.jpg/200px-1996-1998_Volkswagen_Golf_(1H)_CL_5-door_hatchback_03.jpg,{4-speed automatic|4-speed/5-speed manual},NULL,NULL,NULL,NULL,NULL,2.471,1.694,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1996-1998_Volkswagen_Golf_(1H)_CL_5-door_hatchback_03.jpg,http://upload.wikimedia.org/wikipedia/commons/d/da/1996-1998_Volkswagen_Golf_(1H)_CL_5-door_hatchback_03.jpg,Volkswagen Golf Mk3
http://dbpedia.org/resource/Volkswagen_Golf_Mk1,Volkswagen Golf Mk1,In May 1974 Volkswagen presented the first-generation Golf as a modern front-wheel-drive hatchback replacement for the Volkswagen Beetle.,{Audi Brussels|Australia|Bosnia and Herzegovina|Germany|Melbourne|Mexico|New Stanton Pennsylvania|Puebla Puebla|South Africa|Uitenhage|United States|Vogošća|Wolfsburg},"{http://dbpedia.org/resource/Audi_Brussels|http://dbpedia.org/resource/Australia|http://dbpedia.org/resource/Bosnia_and_Herzegovina|http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Melbourne|http://dbpedia.org/resource/Mexico|http://dbpedia.org/resource/New_Stanton,_Pennsylvania|http://dbpedia.org/resource/Puebla,_Puebla|http://dbpedia.org/resource/South_Africa|http://dbpedia.org/resource/Uitenhage|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Vogo%C5%A1%C4%87a|http://dbpedia.org/resource/Wolfsburg}",Volkswagen Group A platform,http://dbpedia.org/resource/Volkswagen_Group_A_platform,{Convertible|Coupé utility|Hatchback},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9_utility|http://dbpedia.org/resource/Hatchback},Compact car,http://dbpedia.org/resource/Compact_car,Giorgetto Giugiaro,http://dbpedia.org/resource/Giorgetto_Giugiaro,Giorgetto Giugiaro,http://dbpedia.org/resource/Giorgetto_Giugiaro,{Volkswagen_Golf_Mk1__10|Volkswagen_Golf_Mk1__11|Volkswagen_Golf_Mk1__13|Volkswagen_Golf_Mk1__14|Volkswagen_Golf_Mk1__15|Volkswagen_Golf_Mk1__16|Volkswagen_Golf_Mk1__17|Volkswagen_Golf_Mk1__18|Volkswagen_Golf_Mk1__19|Volkswagen_Golf_Mk1__2|Volkswagen_Golf_Mk1__20|Volkswagen_Golf_Mk1__21|Volkswagen_Golf_Mk1__22|Volkswagen_Golf_Mk1__24|Volkswagen_Golf_Mk1__25|Volkswagen_Golf_Mk1__26|Volkswagen_Golf_Mk1__3|Volkswagen_Golf_Mk1__4|Volkswagen_Golf_Mk1__5|Volkswagen_Golf_Mk1__6|Volkswagen_Golf_Mk1__7|Volkswagen_Golf_Mk1__9},{http://dbpedia.org/resource/Volkswagen_Golf_Mk1__10|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__11|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__13|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__14|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__15|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__16|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__17|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__18|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__19|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__2|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__20|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__21|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__22|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__24|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__25|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__26|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__3|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__4|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__5|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__6|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__7|http://dbpedia.org/resource/Volkswagen_Golf_Mk1__9},NULL,1.395,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.705,Volkswagen,http://dbpedia.org/resource/Volkswagen,NULL,NULL,NULL,NULL,Volkswagen Beetle,http://dbpedia.org/resource/Volkswagen_Beetle,NULL,0006-01-01T00:00:00+02:00,NULL,0006-01-01T00:00:00+02:00,{Volkswagen Caddy|Volkswagen Citi Golf|Volkswagen Jetta|Volkswagen Scirocco},{http://dbpedia.org/resource/Volkswagen_Caddy|http://dbpedia.org/resource/Volkswagen_Citi_Golf|http://dbpedia.org/resource/Volkswagen_Jetta|http://dbpedia.org/resource/Volkswagen_Scirocco},NULL,NULL,Volkswagen Golf Mk2,http://dbpedia.org/resource/Volkswagen_Golf_Mk2,200px-VW_Golf_I_Facelift_front_20081209.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/VW_Golf_I_Facelift_front_20081209.jpg/200px-VW_Golf_I_Facelift_front_20081209.jpg,{3-speed automatic|4-speed/5-speed manual},NULL,NULL,NULL,NULL,790000.0,2.4,1.61,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,VW_Golf_I_Facelift_front_20081209.jpg,http://upload.wikimedia.org/wikipedia/commons/1/18/VW_Golf_I_Facelift_front_20081209.jpg,{Volkswagen Cabriolet|Volkswagen Caddy|Volkswagen Caribe|Volkswagen CitiGolf|Volkswagen Golf Mk1|Volkswagen Rabbit}
http://dbpedia.org/resource/ZIL-4102,ZIL-4102,ZIL-4102 was a front-wheel drive saloon developed by the Soviet auto maker ZiL (Zavod imeni Lihacheva) in 1987 on the highly successful ZIL-41041 platform. The first 4102 prototype was rolled off the production line in 1987 with two more following in 1989 and the final one in late 1990/early 1991. It reportedly had a choice of 3 different power plants (a healthy 4.5L V6 *6.0L V-8* and a 7.0L diesel option).,NULL,NULL,NULL,NULL,NULL,NULL,Executive car,http://dbpedia.org/resource/Executive_car,NULL,NULL,NULL,NULL,ZIL-4102__1,http://dbpedia.org/resource/ZIL-4102__1,NULL,NULL,{Front-engine design|Front-wheel drive},{http://dbpedia.org/resource/Front-engine_design|http://dbpedia.org/resource/Front-wheel_drive},NULL,ZiL,http://dbpedia.org/resource/ZiL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0003-01-01T00:00:00+02:00,NULL,0003-01-01T00:00:00+02:00,ZIL-41047,http://dbpedia.org/resource/ZIL-41047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{ZIL-4102|ZIL-океан/Ocean}
http://dbpedia.org/resource/Ford_GPA,Ford GPA,The Ford GPA 'Seep' (from Seagoing Jeep) was an amphibious version of the WWII Ford GPW Jeep. Unlike the jeep the seep was not a successful design being too slow and heavy on land and lacking sufficient seagoing abilities in open water. Similar design features were used in the larger and more successful DUKW amphibious truck.,United States,http://dbpedia.org/resource/United_States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.7526,NULL,NULL,4.6228,Ford Motor Company,http://dbpedia.org/resource/Ford_Motor_Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1943-01-01T00:00:00+02:00,NULL,0012-01-01T00:00:00+02:00,GAZ 46,http://dbpedia.org/resource/GAZ_46,NULL,NULL,NULL,NULL,200px-Ford_GPA-001.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ford_GPA-001.jpg/200px-Ford_GPA-001.jpg,{3-speed + 2-speed transfer case;|PTO propellor drive|low range engages FWD;},NULL,NULL,NULL,NULL,1.11e+06,2.1336,1.6256,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Ford_GPA-001.jpg,http://upload.wikimedia.org/wikipedia/commons/0/05/Ford_GPA-001.jpg,Ford GPA 'Seep' (Sea Jeep)
http://dbpedia.org/resource/BMW_F3,BMW F3,The BMW F3 is an upcoming compact crossover SUV that was supposed to be released by German automaker BMW for the 2010 model year. No official statement from BMW states the F3 so it is currently a mystery if it will actually be produced. However it will share the same platform with the BMW 3 Series. Rivals will include the Audi Q3 Acura RDX and Mercedes-Benz GLK-Class.,NULL,NULL,NULL,NULL,Sport utility vehicle,http://dbpedia.org/resource/Sport_utility_vehicle,Compact SUV,http://dbpedia.org/resource/Compact_SUV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Automobile layout|Four-wheel drive|Front-engine design},{http://dbpedia.org/resource/Automobile_layout|http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design},NULL,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0201-01-01T00:00:00+02:00,BMW 3 Series,http://dbpedia.org/resource/BMW_3_Series,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,BMW F3
http://dbpedia.org/resource/Toyota_SA__Toyopet_SC__1,NULL,NULL,NULL,NULL,NULL,NULL,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0003-01-01T00:00:00+02:00,NULL,0003-01-01T00:00:00+02:00,Toyota SA,http://dbpedia.org/resource/Toyota_SA,NULL,NULL,Toyota SA,http://dbpedia.org/resource/Toyota_SA,NULL,NULL,3-speed manual,Toyota SA,http://dbpedia.org/resource/Toyota_SA,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Toyopet SC
http://dbpedia.org/resource/BMW_V7,BMW V7,The BMW V7 is a new full-size crossover SUV that was supposed to be released by German automaker BMW for the 2009 model year. No official statement from BMW states the V7 so it is currently a mystery if it will actually be produced. However it will share the same platform with the new BMW 5 Series Gran Turismo.,NULL,NULL,NULL,NULL,Sport utility vehicle,http://dbpedia.org/resource/Sport_utility_vehicle,Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,BMW_V7__1,http://dbpedia.org/resource/BMW_V7__1,NULL,NULL,{Automobile layout|Four-wheel drive|Front-engine design},{http://dbpedia.org/resource/Automobile_layout|http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design},NULL,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0201-01-01T00:00:00+02:00,BMW 5 Series Gran Turismo,http://dbpedia.org/resource/BMW_5_Series_Gran_Turismo,NULL,NULL,NULL,NULL,NULL,NULL,8-speed automatic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,BMW V7
http://dbpedia.org/resource/Nike_ONE,Nike ONE,The Nike ONE is a hypothetical high-performance vehicle/concept car that was developed by Nike and Polyphony Digital. This vehicle is featured in the Gran Turismo 4 video game for the Sony PlayStation 2. This vehicle resembles a moon buggy with a maximum speed of 230 miles per hour and an eight-gear automatic transmission. However the top speed of 230 miles per hour can only be achieved by drivers in their physical peak (those who exercise between 60 minutes and 120 minutes per day).,NULL,NULL,NULL,NULL,Sports car,http://dbpedia.org/resource/Sports_car,Performance car,http://dbpedia.org/resource/Performance_car,NULL,NULL,NULL,NULL,Nike_ONE__1,http://dbpedia.org/resource/Nike_ONE__1,NULL,NULL,{Four-wheel drive|Front-engine design},{http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design},3.295,Nike Inc.,"http://dbpedia.org/resource/Nike,_Inc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-01-01T00:00:00+02:00,NULL,2022-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-2012NikeOnewithOpenDoor.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/2012NikeOnewithOpenDoor.jpg/200px-2012NikeOnewithOpenDoor.jpg,8-gear automatic transmission,NULL,NULL,NULL,NULL,760000.0,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,2012NikeOnewithOpenDoor.jpg,http://upload.wikimedia.org/wikipedia/commons/1/15/2012NikeOnewithOpenDoor.jpg,Nike ONE
http://dbpedia.org/resource/Ford_Granada_(North_America),Ford Granada (North America),The Ford Granada was a mid-size car built and marketed by Ford Motor Company in North America from 1975–1982 along with its sister models the Mercury Monarch and Lincoln Versailles. The Granada was available as a 2-door coupe a 4-door sedan or a station wagon. A total of 2066336 Granadas were produced in both generations.,NULL,NULL,NULL,NULL,NULL,NULL,Mid-size car,http://dbpedia.org/resource/Mid-size_car,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",NULL,Ford Motor Company,http://dbpedia.org/resource/Ford_Motor_Company,1982-01-01T00:00:00+02:00,1975-01-01T00:00:00+02:00,NULL,NULL,Ford Maverick,http://dbpedia.org/resource/Ford_Maverick,NULL,0002-01-01T00:00:00+02:00,NULL,0002-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Ford LTD (Americas),http://dbpedia.org/resource/Ford_LTD_(Americas),200px-Ford_Granada_(North-America).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Ford_Granada_(North-America).jpg/200px-Ford_Granada_(North-America).jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Ford_Granada_(North-America).jpg,http://upload.wikimedia.org/wikipedia/commons/0/0a/Ford_Granada_(North-America).jpg,Ford Granada
